,name,type,EFA,thc_input,cbd_input
437,Robert Plant,Hybrid,"Uplifted, Energetic, Talkative, Relaxed, Dry Mouth, Sweet, Blueberry, Honey, Depression, Pain, Stress",861.6176470588235,16.0
438,Royal Haze,Hybrid,"Uplifted, Relaxed, Talkative, Happy, Euphoric, Dry Mouth, Skunk, Citrus, Earthy, Depression, Stress, Pain",861.6176470588235,16.0
439,Santa Maria,Hybrid,"Relaxed, Uplifted, Euphoric, Happy, Hungry, Dry Mouth, Paranoid, Anxious, Earthy, Depression, Stress, Lack of Appetite, Pain",861.6176470588235,16.0
440,Santa Sativa,Sativa,"Horny, Sleepy, Talkative, Tingly, Uplifted, Dry Mouth, Paranoid, Pepper, Blueberry, Lack of Appetite, Nausea, Pain, Stress",924.3125,30.0
441,Schrom,Hybrid,"Happy, Relaxed, Uplifted, Energetic, Creative, Dry Mouth, Lemon, Citrus, Pine, Stress, Depression, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0
442,Seattle Cough,Hybrid,"Happy, Creative, Uplifted, Relaxed, Talkative, Dry Mouth, Paranoid, Pine, Citrus, Depression, Stress, Inflammation, Nausea",861.6176470588235,16.0
443,Sequoia Strawberry,Hybrid,"Relaxed, Uplifted, Euphoric, Focused, Energetic, Dry Mouth, Paranoid, Anxious, Strawberry, Sweet, Berry, Depression, Pain, Inflammation, Stress",861.6176470588235,16.0
444,Serious 6,Hybrid,"Creative, Energetic, Focused, Happy, Hungry, Anxious, Paranoid, Dry Mouth, Citrus, Lemon, Stress, Depression, Inflammation",861.6176470588235,16.0
445,Silver Kush,Hybrid,"Relaxed, Happy, Uplifted, Creative, Talkative, Dry Mouth, Paranoid, Earthy, Citrus, Stress, Depression, Pain, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0
446,Silver Train,Sativa,"Euphoric, Energetic, Happy, Horny, Focused, Paranoid, Dry Mouth, Pine, Sweet, Stress, Lack of Appetite, Depression, Pain, Inflammation",924.3125,30.0
447,Silverhawks OG,Hybrid,"Euphoric, Relaxed, Uplifted, Creative, Happy, Paranoid, Lime, Citrus, Stress, Pain, Lack of Appetite, Depression",861.6176470588235,16.0
448,Sinai,Sativa,"Euphoric, Uplifted, Relaxed, Talkative, Happy, Pepper, Lack of Appetite, Stress",924.3125,30.0
449,Skunk Dawg,Hybrid,"Happy, Uplifted, Focused, Relaxed, Energetic, Dry Mouth, Paranoid, Skunk, Earthy, Stress, Pain, Inflammation, Nausea",861.6176470588235,16.0
450,Slazerbeam,Sativa,"Creative, Uplifted, Energetic, Happy, Talkative, Sweet, Earthy, Depression, Stress, Nausea, Pain",924.3125,30.0
451,SleeSkunk,Hybrid,"Creative, Euphoric, Tingly, Uplifted, Energetic, Dry Mouth, Paranoid, Skunk, Pine, Nausea, Stress, Muscle Spasms, Depression",861.6176470588235,16.0
452,SleeStack,Hybrid,"Uplifted, Euphoric, Creative, Relaxed, Talkative, Anxious, Dry Mouth, Sweet, Pine, Stress, Depression",861.6176470588235,16.0
453,Sojay Haze,Sativa,"Creative, Happy, Relaxed, Energetic, Euphoric, Dry Mouth, Citrus, Sweet, Pain, Depression, Stress",924.3125,30.0
454,Sonic Screwdriver,Hybrid,"Happy, Euphoric, Uplifted, Creative, Dry Mouth, Earthy, Citrus, Stress, Pain, Depression",861.6176470588235,16.0
455,Sour Amnesia,Hybrid,"Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid, Sweet, Earthy, Stress, Depression, Pain, Inflammation",861.6176470588235,16.0
456,Sour Breath,Sativa,"Happy, Uplifted, Focused, Talkative, Energetic, Dry Mouth, Pine, Depression, Stress, Insomnia, Lack of Appetite",924.3125,30.0
457,Sour Haze,Hybrid,"Uplifted, Euphoric, Focused, Happy, Energetic, Dry Mouth, Paranoid, Anxious, Citrus, Skunk, Sweet, Stress, Depression, Pain",861.6176470588235,16.0
458,Sour Jack,Hybrid,"Energetic, Happy, Creative, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid, Citrus, Depression, Stress, Pain",861.6176470588235,16.0
459,Sour Joker,Hybrid,"Happy, Uplifted, Euphoric, Energetic, Focused, Dry Mouth, Anxious, Paranoid, Citrus, Nausea, Depression, Stress",861.6176470588235,16.0
460,Sour Maui,Sativa,"Uplifted, Euphoric, Energetic, Talkative, Happy, Dry Mouth, Paranoid, Anxious, Citrus, Earthy, Lemon, Stress, Depression, Lack of Appetite",924.3125,30.0
461,Sour Pebbles,Hybrid,"Happy, Euphoric, Hungry, Creative, Dry Mouth, Sweet, Berry, Stress, Depression, Pain, Nausea",861.6176470588235,16.0
462,Sour Poison,Hybrid,"Uplifted, Happy, Talkative, Relaxed, Dry Mouth, Citrus, Earthy, Pine, Depression, Lack of Appetite, Pain, Stress, Nausea",861.6176470588235,16.0
463,Sour Willie,Sativa,"Happy, Hungry, Horny, Euphoric, Uplifted, Dry Mouth, Anxious, Sweet, Depression, Lack of Appetite, Pain, Stress, Nausea",924.3125,30.0
464,Sourlope,Hybrid,"Happy, Focused, Uplifted, Relaxed, Creative, Dry Mouth, Paranoid, Anxious, Sweet, Stress, Depression, Pain",861.6176470588235,16.0
465,South American,Sativa,"Hungry, Energetic, Uplifted, Happy, Relaxed, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Mango, Depression, Lack of Appetite, Nausea",924.3125,30.0
466,South Indian Sativa,Sativa,"Euphoric, Relaxed, Creative, Energetic, Uplifted, Dry Mouth, Earthy, Skunk, Stress, Pain, Depression, Inflammation, Muscle Spasms",924.3125,30.0
467,Southern Lights,Sativa,"Horny, Uplifted, Creative, Euphoric, Happy, Lemon, Seizures",924.3125,30.0
468,Space Needle,Sativa,"Uplifted, Euphoric, Happy, Hungry, Relaxed, Dry Mouth, Anxious, Pine, Depression, Stress",924.3125,30.0
469,Spliffâ€™s Strawberry,Sativa,"Talkative, Creative, Energetic, Euphoric, Focused, Sweet, Berry, Strawberry, Lack of Appetite, Stress",924.3125,30.0
470,Sputnik,Sativa,"Happy, Relaxed, Energetic, Tingly, Euphoric, Dry Mouth, Paranoid, Sweet, Depression, Pain, Stress",924.3125,30.0
471,Stardawg Guava,Sativa,"Uplifted, Happy, Relaxed, Focused, Euphoric, Dry Mouth, Sweet, Depression, Stress, Pain, Inflammation",924.3125,30.0
472,Stella Blue,Sativa,"Energetic, Uplifted, Happy, Focused, Relaxed, Dry Mouth, Paranoid, Sweet, Berry, Depression, Stress, Nausea, Pain",924.3125,30.0
473,Strawberry Amnesia,Sativa,"Euphoric, Uplifted, Relaxed, Energetic, Focused, Dry Mouth, Anxious, Strawberry, Sweet, Stress, Depression, Lack of Appetite",924.3125,30.0
474,Strawberry Blue,Hybrid,"Happy, Energetic, Uplifted, Euphoric, Dry Mouth, Strawberry, Sweet, Berry, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
475,Strawberry Durban Diesel,Hybrid,"Talkative, Uplifted, Horny, Creative, Energetic, Strawberry, Earthy, Depression, Stress",861.6176470588235,16.0
476,Strawberry Ice,Sativa,"Euphoric, Uplifted, Focused, Energetic, Happy, Dry Mouth, Paranoid, Strawberry, Sweet, Berry, Depression, Stress, Pain",924.3125,30.0
477,Strawberry Lemonade,Sativa,"Happy, Euphoric, Energetic, Creative, Uplifted, Dry Mouth, Anxious, Paranoid, Lemon, Strawberry, Sweet, Stress, Depression, Pain",924.3125,30.0
478,Strawberry Mango Haze,Sativa,"Happy, Euphoric, Uplifted, Focused, Dry Mouth, Paranoid, Anxious, Mango, Strawberry, Sweet, Stress, Depression, Pain",924.3125,30.0
479,Strawberry Satori,Sativa,"Uplifted, Creative, Relaxed, Happy, Focused, Paranoid, Dry Mouth, Anxious, Strawberry, Sweet, Grape, Stress, Depression, Pain, Insomnia",924.3125,30.0
480,Strawberry,Sativa,"Happy, Uplifted, Energetic, Talkative, Euphoric, Dry Mouth, Paranoid, Strawberry, Sweet, Berry, Stress, Depression, Pain",924.3125,30.0
481,Sublime,Sativa,"Uplifted, Happy, Focused, Euphoric, Talkative, Dry Mouth, Anxious, Pine, Earthy, Stress, Lack of Appetite, Nausea, Pain",924.3125,30.0
482,Sugar Plum,Hybrid,"Euphoric, Happy, Relaxed, Uplifted, Creative, Dry Mouth, Paranoid, Sweet, Berry, Pain, Stress, Inflammation, Lack of Appetite, Nausea",861.6176470588235,16.0
483,Sumo Grande,Sativa,"Horny, Focused, Hungry, Creative, Talkative, Citrus, Depression, Lack of Appetite, Stress",924.3125,30.0
484,Sun Ra,Hybrid,"Happy, Uplifted, Euphoric, Focused, Tingly, Citrus, Sweet, Insomnia, Lack of Appetite, Stress",861.6176470588235,16.0
485,Sunburn,Hybrid,"Happy, Uplifted, Energetic, Creative, Euphoric, Dry Mouth, Citrus, Earthy, Sweet, Inflammation, Pain, Stress, Depression",861.6176470588235,16.0
486,Sunshine,Sativa,"Uplifted, Energetic, Happy, Euphoric, Creative, Anxious, Dry Mouth, Sweet, Citrus, Stress, Depression, Pain, Nausea",924.3125,30.0
487,Supa Don,Sativa,"Uplifted, Creative, Energetic, Focused, Happy, Dry Mouth, Paranoid, Sweet, Depression, Insomnia, Stress",924.3125,30.0
488,Supernatural,Hybrid,"Euphoric, Relaxed, Happy, Energetic, Horny, Dry Mouth, Citrus, Earthy, Stress, Lack of Appetite",861.6176470588235,16.0
489,Swazi Gold,Sativa,"Euphoric, Uplifted, Energetic, Happy, Relaxed, Dry Mouth, Paranoid, Anxious, Earthy, Lack of Appetite, Pain, Depression, Nausea",924.3125,30.0
490,Sweet Cheese,Hybrid,"Euphoric, Uplifted, Happy, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid, Sweet, Depression, Stress, Lack of Appetite",861.6176470588235,16.0
491,Sweet Jane,Sativa,"Happy, Focused, Horny, Sleepy, Tingly, Dry Mouth, Rose, Sweet, Citrus, Stress, Depression, Lack of Appetite",924.3125,30.0
492,Swiss Gold,Hybrid,"Relaxed, Happy, Focused, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious, Citrus, Berry, Pain, Stress, Depression, Inflammation",861.6176470588235,16.0
493,Swiss Tsunami,Sativa,"Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Citrus, Orange, Earthy, Pain, Depression, Inflammation, Stress",924.3125,30.0
494,Tangerine Man,Sativa,"Euphoric, Energetic, Uplifted, Hungry, Happy, Dry Mouth, Anxious, Paranoid, Citrus, Orange, Stress, Depression, Pain, Insomnia",924.3125,30.0
495,Tangerine Sunrise,Sativa,"Happy, Creative, Euphoric, Tingly, Energetic, Citrus, Orange, Depression, Pain, Stress, Inflammation",924.3125,30.0
496,Tangie Ghost Train,Sativa,"Uplifted, Energetic, Euphoric, Focused, Happy, Sweet, Citrus, Depression, Lack of Appetite, Stress",924.3125,30.0
497,Tangilope,Hybrid,"Happy, Uplifted, Creative, Euphoric, Talkative, Dry Mouth, Paranoid, Citrus, Sweet, Depression, Stress, Pain, Lack of Appetite",861.6176470588235,16.0
498,Tardis,Hybrid,"Talkative, Energetic, Happy, Creative, Uplifted, Dry Mouth, Sweet, Earthy, Depression, Stress, Nausea, Pain",861.6176470588235,16.0
499,Tesla Tower,Sativa,"Tingly, Uplifted, Relaxed, Creative, Energetic, Pepper, Sweet, Berry, Depression, Pain, Stress",924.3125,30.0
500,Thai Haze,Hybrid,"Creative, Energetic, Happy, Horny, Euphoric, Anxious, Dry Mouth, Pine, Pepper, Sweet, Depression, Stress, Pain, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0
501,The Blood,Sativa,"Uplifted, Focused, Horny, Creative, Energetic, Dry Mouth, Earthy, Depression, Lack of Appetite, Stress",924.3125,30.0
502,The Cough,Sativa,"Uplifted, Focused, Relaxed, Hungry, Euphoric, Dry Mouth, Anxious, Pine, Citrus, Stress, Pain, Depression, Nausea",924.3125,30.0
503,Thunderbird Rose,Sativa,"Creative, Euphoric, Uplifted, Focused, Happy, Rose, Sweet, Earthy, Depression, Pain, Stress",924.3125,30.0
504,Thunderstruck,Sativa,"Happy, Relaxed, Tingly, Uplifted, Talkative, Pine, Depression, Inflammation, Pain, Stress",924.3125,30.0
505,Timewreck,Hybrid,"Energetic, Uplifted, Talkative, Euphoric, Happy, Anxious, Dry Mouth, Lemon, Lime, Depression, Pain, Stress, Lack of Appetite",861.6176470588235,16.0
506,Trinity,Hybrid,"Happy, Uplifted, Euphoric, Relaxed, Horny, Dry Mouth, Anxious, Paranoid, Earthy, Skunk, Depression, Pain, Stress, Muscle Spasms",861.6176470588235,16.0
507,Trix,Hybrid,"Happy, Talkative, Uplifted, Energetic, Anxious, Sweet, Berry, Grape, Stress, Depression",861.6176470588235,16.0
508,Tutankhamon,Sativa,"Uplifted, Focused, Happy, Energetic, Euphoric, Dry Mouth, Anxious, Paranoid, Skunk, Depression, Stress, Nausea, Pain, Insomnia",924.3125,30.0
509,Twista,Sativa,"Creative, Energetic, Happy, Talkative, Focused, Dry Mouth, Anxious, Paranoid, Sweet, Citrus, Lime, Depression, Stress, Lack of Appetite",924.3125,30.0
510,Twisted Citrus,Sativa,"Energetic, Uplifted, Talkative, Creative, Happy, Dry Mouth, Anxious, Citrus, Orange, Lemon, Depression, Stress, Inflammation, Lack of Appetite",924.3125,30.0
511,Ultra Sour,Hybrid,"Uplifted, Energetic, Creative, Happy, Hungry, Dry Mouth, Anxious, Lemon, Skunk, Depression, Lack of Appetite, Stress",861.6176470588235,16.0
512,Velvet Bud,Sativa,"Uplifted, Energetic, Euphoric, Talkative, Creative, Anxious, Dry Mouth, Sweet, Citrus, Lack of Appetite, Inflammation, Muscle Spasms, Pain",924.3125,30.0
513,Viper,Hybrid,"Happy, Uplifted, Energetic, Creative, Euphoric, Dry Mouth, Anxious, Citrus, Earthy, Depression, Stress, Pain, Lack of Appetite, Nausea",861.6176470588235,16.0
514,Webster,Hybrid,"Relaxed, Sleepy, Talkative, Uplifted, Happy, Citrus, Sweet, Pain, Stress, Inflammation",861.6176470588235,16.0
515,White Buffalo,Sativa,"Happy, Uplifted, Euphoric, Relaxed, Energetic, Dry Mouth, Anxious, Sweet, Berry, Stress, Depression, Pain",924.3125,30.0
516,White Durban,Sativa,"Energetic, Focused, Creative, Uplifted, Euphoric, Paranoid, Dry Mouth, Anxious, Earthy, Stress, Depression, Pain",924.3125,30.0
517,White Haze,Hybrid,"Focused, Creative, Energetic, Euphoric, Happy, Dry Mouth, Lemon, Pine, Citrus, Stress, Depression, Lack of Appetite, Nausea",861.6176470588235,16.0
518,White Nightmare,Hybrid,"Uplifted, Euphoric, Happy, Creative, Energetic, Dry Mouth, Anxious, Paranoid, Earthy, Sweet, Citrus, Stress, Pain, Depression, Lack of Appetite, Inflammation",861.6176470588235,16.0
519,Wild Thailand,Hybrid,"Horny, Euphoric, Talkative, Creative, Energetic, Dry Mouth, Anxious, Sweet, Berry, Depression, Pain, Stress",861.6176470588235,16.0
520,Willie Nelson,Hybrid,"Happy, Euphoric, Creative, Energetic, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Depression, Pain, Nausea",861.6176470588235,16.0
521,Willy Wonka,Hybrid,"Happy, Talkative, Energetic, Euphoric, Uplifted, Dry Mouth, Paranoid, Sweet, Mint, Pine, Stress, Depression, Pain",861.6176470588235,16.0
522,Xanadu,Sativa,"Focused, Happy, Energetic, Talkative, Uplifted, Pepper, Sweet, Depression, Nausea, Pain, Stress",924.3125,30.0
523,Y Griega,Hybrid,"Energetic, Happy, Uplifted, Talkative, Focused, Dry Mouth, Paranoid, Anxious, Earthy, Stress, Pain, Depression, Inflammation",861.6176470588235,16.0
524,Zellyâ€™s Gift,Sativa,"Happy, Horny, Talkative, Uplifted, Energetic, Sweet, Citrus, Lime, Depression, Stress",924.3125,30.0
525,Zeta Sage,Sativa,"Happy, Relaxed, Focused, Euphoric, Talkative, Dry Mouth, Anxious, Earthy, Stress, Nausea, Seizures",924.3125,30.0
526,303 OG,Indica,"Relaxed, Happy, Focused, Hungry, Euphoric, Dry Mouth, Anxious, Citrus, Pine, Stress, Pain, Depression, Insomnia",858.4444444444445,13.0
527,3X Crazy,Indica,"Relaxed, Happy, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid, Earthy, Grape, Sweet, Stress, Insomnia, Pain, Depression, Lack of Appetite",858.4444444444445,13.0
528,5th Element,Hybrid,"Relaxed, Happy, Euphoric, Creative, Tingly, Earthy, Sweet, Pain, Stress, Depression, Lack of Appetite",861.6176470588235,16.0
529,8 Ball Kush,Indica,"Relaxed, Happy, Hungry, Creative, Euphoric, Dry Mouth, Paranoid, Earthy, Pine, Depression, Pain, Insomnia, Inflammation",858.4444444444445,13.0
530,818 OG,Indica,"Relaxed, Happy, Uplifted, Euphoric, Dry Mouth, Earthy, Depression, Insomnia, Pain, Inflammation",858.4444444444445,13.0
531,91 Krypt,Indica,"Relaxed, Tingly, Happy, Hungry, Talkative, Dry Mouth, Earthy, Sweet, Stress, Depression, Lack of Appetite, Nausea",858.4444444444445,13.0
532,Abusive OG,Hybrid,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Anxious, Earthy, Citrus, Stress, Pain, Insomnia, Depression, Lack of Appetite",861.6176470588235,16.0
533,Ace Killer OG,Indica,"Relaxed, Sleepy, Tingly, Euphoric, Happy, Dry Mouth, Earthy, Pine, Stress, Pain, Depression, Insomnia",858.4444444444445,13.0
534,Afghan Skunk,Hybrid,"Relaxed, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Anxious, Earthy, Stress, Insomnia, Depression, Nausea, Muscle Spasms",861.6176470588235,16.0
535,Afghan Sour Kush,Hybrid,"Hungry, Horny, Relaxed, Sleepy, Happy, Dry Mouth, Earthy, Insomnia, Pain",861.6176470588235,16.0
536,Afghani CBD,Indica,"Relaxed, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Earthy, Stress, Inflammation, Pain, Depression, Nausea",858.4444444444445,13.0
537,Afkansastan,Indica,"Uplifted, Euphoric, Happy, Relaxed, Dry Mouth, Paranoid, Anxious, Earthy, Depression, Pain, Nausea",858.4444444444445,13.0
538,Air Jordan OG,Indica,"Happy, Relaxed, Sleepy, Tingly, Euphoric, Dry Mouth, Pine, Insomnia, Stress, Depression",858.4444444444445,13.0
539,Alien Bubba,Hybrid,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Earthy, Stress, Depression, Pain, Insomnia, Lack of Appetite",861.6176470588235,16.0
540,Alien Rift,Hybrid,"Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Citrus, Stress, Insomnia, Depression, Pain",861.6176470588235,16.0
541,Aliens On Moonshine,Indica,"Relaxed, Happy, Tingly, Focused, Vanilla, Inflammation, Stress",858.4444444444445,13.0
542,Allkush,Indica,"Relaxed, Sleepy, Uplifted, Happy, Honey, Earthy, Pain",858.4444444444445,13.0
543,Alpine Star,Hybrid,"Relaxed, Uplifted, Happy, Euphoric, Creative, Dry Mouth, Pine, Citrus, Earthy, Depression, Stress, Pain, Insomnia",861.6176470588235,16.0
544,American Kush,Hybrid,"Relaxed, Happy, Tingly, Sleepy, Uplifted, Dry Mouth, Anxious, Sweet, Lemon, Lime, Pain, Muscle Spasms, Stress, Insomnia",861.6176470588235,16.0
545,Ancient Kush,Indica,"Sleepy, Relaxed, Horny, Creative, Energetic, Dry Mouth, Paranoid, Anxious, Skunk, Mint, Stress, Pain, Lack of Appetite",858.4444444444445,13.0
546,Ancient OG,Hybrid,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid, Earthy, Pine, Stress, Insomnia, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
547,Angel OG,Indica,"Sleepy, Euphoric, Happy, Relaxed, Tingly, Earthy, Berry, Insomnia, Pain, Stress",858.4444444444445,13.0
548,Anonymous OG,Indica,"Relaxed, Sleepy, Euphoric, Happy, Horny, Dry Mouth, Lemon, Skunk, Earthy, Insomnia, Inflammation",858.4444444444445,13.0
549,Appleberry,Indica,"Sleepy, Relaxed, Focused, Berry, Earthy, Lack of Appetite, Muscle Spasms, Depression",858.4444444444445,13.0
550,Argyle,Hybrid,"Relaxed, Focused, Tingly, Happy, Sleepy, Dry Mouth, Earthy, Pepper, Pain, Inflammation, Depression, Muscle Spasms, Stress",861.6176470588235,16.0
551,Athabasca,Indica,"Talkative, Uplifted, Happy, Relaxed, Dry Mouth, Paranoid, Earthy, Ammonia, Depression, Seizures, Stress",858.4444444444445,13.0
552,Aurora Borealis,Hybrid,"Relaxed, Uplifted, Happy, Energetic, Sleepy, Dry Mouth, Earthy, Sweet, Skunk, Insomnia, Lack of Appetite, Pain, Stress",861.6176470588235,16.0
553,Ayahuasca Purple,Indica,"Relaxed, Euphoric, Happy, Talkative, Tingly, Dry Mouth, Earthy, Depression, Stress, Lack of Appetite, Pain, Inflammation",858.4444444444445,13.0
554,Bakerstreet,Indica,"Euphoric, Relaxed, Happy, Tingly, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Insomnia, Stress, Lack of Appetite",858.4444444444445,13.0
555,Banana Candy,Indica,"Relaxed, Euphoric, Uplifted, Creative, Happy, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Pain, Insomnia, Muscle Spasms, Depression",858.4444444444445,13.0
556,Barbara Bud,Indica,"Relaxed, Sleepy, Hungry, Tingly, Euphoric, Dry Mouth, Anxious, Earthy, Pine, Pain, Insomnia, Muscle Spasms, Lack of Appetite, Depression",858.4444444444445,13.0
557,Batman OG,Indica,"Happy, Relaxed, Sleepy, Uplifted, Dry Mouth, Skunk, Sweet, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0
558,B.B. King,Hybrid,"Sleepy, Happy, Relaxed, Uplifted, Creative, Dry Mouth, Paranoid, Lemon, Earthy, Citrus, Depression, Insomnia, Muscle Spasms, Nausea",861.6176470588235,16.0
559,Beastmode 2.0,Indica,"Relaxed, Uplifted, Tingly, Sleepy, Happy, Dry Mouth, Berry, Citrus, Pain, Stress, Muscle Spasms, Insomnia, Lack of Appetite",858.4444444444445,13.0
560,Bedica,Indica,"Relaxed, Sleepy, Hungry, Tingly, Happy, Dry Mouth, Sweet, Pain, Inflammation, Insomnia, Lack of Appetite",858.4444444444445,13.0
561,Bell Ringer,Indica,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Sweet, Citrus, Insomnia, Seizures, Lack of Appetite, Depression, Nausea",858.4444444444445,13.0
562,Berry Noir,Indica,"Relaxed, Euphoric, Sleepy, Happy, Hungry, Berry, Earthy, Sweet, Stress, Depression, Inflammation, Insomnia, Lack of Appetite",858.4444444444445,13.0
563,Big White,Hybrid,"Relaxed, Uplifted, Sleepy, Euphoric, Focused, Dry Mouth, Paranoid, Anxious, Sweet, Pain, Stress, Insomnia, Lack of Appetite, Depression",861.6176470588235,16.0
564,Biochem,Indica,"Relaxed, Euphoric, Sleepy, Hungry, Horny, Dry Mouth, Earthy, Insomnia, Lack of Appetite, Depression, Stress",858.4444444444445,13.0
565,Black Afghan,Indica,"Euphoric, Relaxed, Happy, Sleepy, Dry Mouth, Paranoid, Earthy, Berry, Depression, Pain, Stress, Insomnia, Inflammation",858.4444444444445,13.0
566,Black Bubba,Indica,"Happy, Relaxed, Sleepy, Tingly, Euphoric, Dry Mouth, Paranoid, Earthy, Pine, Stress, Insomnia, Pain, Seizures, Depression",858.4444444444445,13.0
567,Black Cherry OG,Indica,"Relaxed, Uplifted, Happy, Euphoric, Tingly, Dry Mouth, Anxious, Paranoid, Berry, Sweet, Earthy, Insomnia, Pain, Stress, Depression",858.4444444444445,13.0
568,Black Diamond,Hybrid,"Relaxed, Happy, Euphoric, Hungry, Uplifted, Dry Mouth, Anxious, Paranoid, Earthy, Berry, Sweet, Stress, Pain, Insomnia, Depression, Inflammation",861.6176470588235,16.0
569,Black Lime Special Reserve,Indica,"Relaxed, Euphoric, Happy, Uplifted, Tingly, Dry Mouth, Paranoid, Lime, Citrus, Earthy, Stress, Depression, Pain, Inflammation, Muscle Spasms",858.4444444444445,13.0
570,Black Magic Kush,Indica,"Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Berry, Earthy, Insomnia, Lack of Appetite, Stress, Depression",858.4444444444445,13.0
571,Blackberry Bubble,Indica,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Berry, Blueberry, Sweet, Pain, Insomnia, Depression, Muscle Spasms, Stress",858.4444444444445,13.0
572,Blackberry Cream,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Berry, Sweet, Depression, Stress, Insomnia, Muscle Spasms, Pain",861.6176470588235,16.0
573,Blackberry Rhino,Indica,"Relaxed, Happy, Creative, Hungry, Sleepy, Dry Mouth, Anxious, Paranoid, Berry, Sweet, Stress, Pain, Insomnia, Muscle Spasms, Depression",858.4444444444445,13.0
574,Blackberry x Blueberry,Indica,"Relaxed, Euphoric, Happy, Uplifted, Sleepy, Dry Mouth, Blueberry, Berry, Skunk, Stress, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0
575,Blackwater,Indica,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Berry, Earthy, Pain, Stress, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0
576,Blue Afghani,Hybrid,"Relaxed, Euphoric, Hungry, Creative, Happy, Dry Mouth, Paranoid, Blueberry, Lack of Appetite, Stress, Insomnia, Depression",861.6176470588235,16.0
577,Blue Alien,Hybrid,"Relaxed, Euphoric, Sleepy, Hungry, Happy, Dry Mouth, Paranoid, Anxious, Blueberry, Grape, Citrus, Pain, Stress, Insomnia, Inflammation",861.6176470588235,16.0
578,Blue Bastard,Indica,"Euphoric, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Paranoid, Berry, Pine, Stress, Insomnia, Pain, Depression, Muscle Spasms",858.4444444444445,13.0
579,Blue Blood,Hybrid,"Relaxed, Euphoric, Sleepy, Creative, Happy, Dry Mouth, Blueberry, Earthy, Sweet, Stress, Inflammation, Muscle Spasms, Pain, Depression",861.6176470588235,16.0
580,Blue Knight,Indica,"Relaxed, Uplifted, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious, Berry, Sweet, Blueberry, Stress, Pain, Depression, Lack of Appetite",858.4444444444445,13.0
581,Blue Kripple,Hybrid,"Sleepy, Euphoric, Hungry, Relaxed, Tingly, Earthy, Grape, Muscle Spasms, Pain",861.6176470588235,16.0
582,Blue Lights,Indica,"Euphoric, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid, Blueberry, Sweet, Stress, Depression, Insomnia, Nausea, Pain",858.4444444444445,13.0
583,Blue Monster,Hybrid,"Relaxed, Hungry, Talkative, Sleepy, Happy, Skunk, Pain, Stress, Insomnia, Depression",861.6176470588235,16.0
584,Blue Moonshine,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid, Berry, Earthy, Pine, Stress, Pain, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0
585,Blue Ox,Hybrid,"Sleepy, Relaxed, Talkative, Uplifted, Euphoric, Berry, Blueberry, Depression, Lack of Appetite, Pain",861.6176470588235,16.0
586,Blue Power,Hybrid,"Relaxed, Happy, Sleepy, Hungry, Uplifted, Dry Mouth, Paranoid, Berry, Earthy, Stress, Insomnia, Depression, Lack of Appetite, Nausea",861.6176470588235,16.0
587,Blue Steel,Hybrid,"Uplifted, Creative, Euphoric, Relaxed, Blueberry, Pain, Stress",861.6176470588235,16.0
